Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:65025000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
65025000;2;01/10/1983;;1;1;124,581;47,095;64,089;1;16;1;1;1;;0;124,581;113,61;101,037;90,086;76,052;69,776;65;58,733;54,853;51,869;50,079;49,482;48,885;48,289;48,289;47,095;47,692;56,047;60,225;60,225;58,434;62,016;69,179;69,776;67,985;65,597;63,209;58,434;53,063;49,482;47,692;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1983;;1;1;47,692;22,041;34,358;3;30;1;1;1;;0;47,394;47,394;47,692;47,692;45,305;42,62;39,338;36,057;33,372;31,881;32,179;34,565;37,548;39,04;39,935;37,847;33,671;29,793;28,004;30,986;31,583;31,881;32,179;29,793;28,004;25,022;22,637;22,339;22,935;22,041;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1983;;1;1;80,614;21,742;47,467;31;1;1;1;1;;0;21,742;22,041;24,426;26,215;26,513;26,811;27,408;26,811;27,109;33,074;45,902;50,079;50,676;58,733;59,33;60,225;58,434;63,209;67,985;68,582;67,985;63,806;63,209;63,806;58,136;50,676;41,128;33,969;43,813;59,031;80,614;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1984;;1;1;97,995;25,022;48,83;1;20;1;1;1;;0;97,995;87,196;76,052;70,97;67,388;58,434;50,974;46,2;42,918;37,25;50,079;66,194;61,419;55,45;47,99;40,83;35,162;28,899;26,215;25,022;29,793;39,04;42,023;41,725;39,04;34,864;30,39;28,899;38,145;55,152;62,016;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1984;;1;1;66,194;18,761;33,303;1;20;1;1;1;;0;66,194;66,194;64,403;59,927;51,869;42,918;39,04;36,952;36,057;35,162;31,583;29,197;27,408;25,022;29,495;26,215;23,233;20,848;19,059;18,761;19,656;19,059;19,656;24,724;24,426;22,637;18,761;28,004;39,338;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65025000;2;01/03/1984;;1;1;67,388;20,55;37,811;9;27;1;1;1;;0;36,653;38,742;37,548;49,482;57,838;58,733;59,031;65;67,388;65,597;59,927;48,289;32,478;25,618;25,917;25,32;25,618;23,233;21,146;21,444;29,197;30,39;27,706;24,724;22,637;21,146;20,55;23,233;27,408;47,692;52,466;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1984;;1;1;67,09;21,444;46,59;20;11;2;2;2;;0;53,361;52,764;51,571;47,095;42,023;35,162;29,197;25,32;23,233;22,637;21,444;21,444;23,233;28,004;48,885;51,869;52,466;53,958;64,403;67,09;63,806;59,628;56,644;60,822;63,806;61,419;56,644;51,869;51,272;56,644;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;
65025000;2;01/05/1984;;1;1;129,094;32,478;68,1;16;30;1;1;1;;0;58,434;63,209;66,493;66,791;66,493;62,911;56,942;49,482;40,233;35,759;38,145;56,047;65;85,292;119,04;129,094;126,829;122,351;117,945;107,242;94,995;79,692;69,179;61,717;52,466;44,111;39,935;36,653;33,671;32,478;32,478;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1984;;1;1;185,997;22,935;74,322;19;9;2;2;2;;0;32,478;30,39;29,197;28,601;25,618;25,022;24,426;23,829;22,935;23,233;23,233;22,935;47,692;66,194;108,292;151,489;168,993;183,335;185,997;175,448;157,644;138,331;115,769;93,017;72,761;65,597;56,644;48,289;42,918;39,338;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1984;;1;1;76,955;23,233;42,46;9;31;1;1;1;;0;36,355;34,565;38,145;50,974;54,555;55,749;66,194;74,261;76,955;71,567;69,179;66,194;62,016;55,45;49,184;42,918;38,443;35,759;32,179;29,197;28,004;26,811;26,513;25,618;25,32;24,724;24,724;24,128;23,829;23,531;23,233;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1984;;1;1;122,351;23,233;75,577;9;1;2;2;2;;0;23,233;27,706;53,958;62,016;63,209;66,194;85,292;115,769;122,351;119,04;109,347;97,995;81,54;69,776;62,016;53,66;48,885;45,902;44,111;42,023;41,426;48,885;59,927;67,388;72,761;107,242;122,351;120,139;113,61;103,087;92,035;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;
65025000;2;01/09/1984;;1;1;108,292;25,618;53,196;29;19;1;1;1;;0;77,863;69,179;62,911;55,45;48,289;42,918;39,338;38,742;42,918;41,128;40,233;37,548;34,565;32,478;30,986;29,197;27,706;26,811;25,618;43,515;56,345;57,838;57,241;54,257;50,974;62,016;89,118;105,156;108,292;107,242;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1984;;1;1;101,037;19,151;40,733;1;31;1;1;1;;0;101,037;93,017;72,761;66,194;57,539;46,498;50,808;49,261;47,732;46,221;42,704;39,467;35,709;31,799;29,438;28,776;27,792;35,097;41,398;40,75;37,571;33,283;29,438;25,857;24,279;23,656;22,732;21,517;20,917;20,323;19,151;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1984;;1;1;90,592;18,574;64,032;8;1;1;1;1;;0;18,574;20,323;30,92;51,979;72,942;85,336;90,109;90,592;90,109;86,283;80,199;84,864;89,627;86,283;81,588;76,992;70,288;64,239;62,97;58,807;61,292;57,58;48,877;43,694;42,049;54,753;59,631;57,58;54,353;48,112;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1984;;1;1;74,283;25,857;51,942;3;29;1;1;1;;0;45,473;70,288;74,283;70,288;62,97;54,353;46,597;53,955;57,58;59,631;58,807;55,555;60,459;70,727;73,835;70,288;66,806;68,104;65,946;59,631;52,372;44,729;33,883;31,505;29,438;28,447;27,467;27,142;25,857;27,142;36,636;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1985;;1;1;50,419;18,574;31,741;9;30;1;1;1;;0;42,049;41,074;39,786;36,326;32,686;34,185;27,792;46,974;50,419;44,729;41,398;38,831;32,984;27,792;23,347;28,119;37,571;32,389;26,497;22,732;21,216;21,517;28,447;37,571;35,709;28,776;25,539;20,62;19,735;18,574;18,574;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1985;;1;1;99,945;15,226;52,839;25;2;1;1;1;;0;16,596;15,226;15,226;16,319;16,874;21,517;22,426;20,323;25,857;29,438;30,92;30,34;33,283;38,831;48,494;60,459;66,376;73,388;75,182;79,738;83,454;88,188;95,471;99,444;99,945;94,979;93,02;88,188;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1985;;1;1;79,277;22,122;35,379;1;16;1;1;1;;0;79,277;66,376;52,372;40,75;35,709;36,946;36,946;35,403;32,686;38,199;38,515;34,488;31,505;26,819;23,967;22,122;25,222;30,34;32,984;31,505;29,106;24,906;32,093;33,883;32,093;30,629;28,447;34,488;33,883;32,686;32,389;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1985;;1;1;72,497;19,442;37,375;19;15;1;1;1;;0;32,686;30,34;25,222;23,347;29,438;31,505;32,093;30,92;27,142;25,222;23,967;24,592;23,038;20,917;19,442;44,025;60,045;68,104;72,497;71,61;65,946;56,361;43,694;35,097;30,34;34,792;40,428;35,709;31,799;30,92;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1985;;1;1;32,093;14,423;19,309;22;19;1;1;1;;0;29,763;26,497;24,592;21,819;20,323;19,151;18,574;18,001;17,435;17,154;16,596;16,319;16,044;16,044;16,319;15,497;15,497;15,226;14,423;14,423;27,467;32,093;28,447;25,222;20,917;18,287;16,874;15,497;14,957;14,689;14,423;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1985;;1;1;40,107;13,372;19,002;5;29;1;1;1;;0;14,689;16,596;26,497;39,786;40,107;39,467;33,883;26,497;21,517;18,574;17,435;16,874;16,319;15,77;15,497;14,689;14,423;14,423;14,158;14,158;14,423;14,423;14,158;13,894;13,894;13,633;13,633;13,894;13,372;13,372;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1985;;1;1;23,967;12,095;15,025;7;27;1;1;1;;0;13,633;14,158;18,574;20,323;18,001;18,001;23,967;22,122;18,862;16,874;15,77;14,957;14,423;13,894;13,894;14,158;13,633;13,372;13,633;12,857;13,114;13,114;12,857;12,601;12,601;12,347;12,095;12,601;12,347;13,372;13,633;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1985;;1;1;12,857;8,742;10,374;1;30;1;1;1;;0;12,857;12,095;11,596;11,348;11,103;11,348;11,103;11,103;10,859;10,617;10,617;10,617;10,617;10,617;10,617;10,617;10,137;10,137;9,9;10,137;10,137;9,9;9,665;9,665;9,2;9,2;9,2;9,2;8,97;8,742;9,665;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1985;;1;1;59,219;10,617;24,519;5;28;1;1;1;;0;31,505;51,588;53,161;58,397;59,219;56,361;48,494;38,199;27,792;20,917;17,435;15,77;14,689;13,372;12,601;12,347;12,601;12,601;12,601;14,158;13,114;13,372;12,095;12,095;11,596;11,103;10,859;10,617;17,435;39,467;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1985;;1;1;41,398;11,103;18,814;1;19;1;1;1;;0;41,398;38,515;33,283;26,497;19,151;15,497;16,874;21,216;20,323;19,151;18,001;15,77;13,633;12,601;11,845;11,845;12,347;11,348;11,103;12,095;18,001;20,917;20,917;18,001;15,226;15,497;14,689;12,601;20,917;23,038;20,917;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1985;;1;1;41,398;8,742;17,549;5;20;1;1;1;;0;19,151;21,517;29,763;34,488;41,398;40,75;37,571;31,799;27,792;20,62;16,319;14,423;12,601;11,596;10,617;9,9;9,9;9,665;8,97;8,742;8,742;9,432;11,103;10,617;11,348;13,114;13,114;11,845;10,376;9,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1985;;1;1;22,122;6,775;10,126;28;10;1;1;1;;0;8,291;8,069;8,291;8,291;8,516;9,2;9,432;7,848;7,198;6,775;10,859;10,859;8,97;8,291;9,2;9,665;9,2;8,97;7,63;6,986;8,97;12,095;9,665;8,742;8,291;10,617;19,735;22,122;17,435;12,095;11,596;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1986;;1;1;40,428;7,848;19,746;31;8;1;1;1;;0;14,158;17,154;14,957;11,596;10,137;9,665;8,291;7,848;8,291;17,435;15,497;15,226;18,001;20,323;23,347;21,819;16,874;12,601;10,137;17,718;27,792;33,283;36,326;36,946;33,883;27,467;19,151;17,435;18,574;29,763;40,428;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1986;;1;1;74,732;22,122;42,592;4;15;2;2;2;;0;59,631;66,806;72,497;74,732;71,61;60,459;44,025;31,212;23,347;23,347;25,222;25,539;24,592;24,279;22,122;22,426;27,142;30,92;38,831;40,428;45,473;50,808;52,372;54,753;52,372;45,473;39,786;42,376;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1986;;1;1;60,045;19,151;38,24;5;15;1;1;1;;0;53,955;56,766;57,988;59,219;60,045;59,219;53,955;46,221;38,199;30,629;24,592;25,857;23,967;20,917;19,151;27,142;35,097;33,583;43,363;41,398;36,946;30,34;24,279;23,656;27,792;32,686;43,363;41,398;40,428;38,199;35,097;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1986;;1;1;33,583;13,114;22,224;29;12;1;1;1;;0;30,051;23,656;19,151;17,718;15,77;14,423;16,044;18,001;16,874;14,689;13,633;13,114;16,596;17,154;21,216;25,222;24,592;21,517;19,151;17,154;19,735;29,106;31,212;29,106;25,857;25,222;31,212;32,686;33,583;33,283;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1986;;1;1;48,112;15,226;26,169;19;6;1;1;1;;0;31,212;27,142;22,732;18,574;16,319;15,226;15,77;16,596;16,044;17,435;20,323;19,735;36,017;41,074;40,107;36,946;32,389;40,75;48,112;45,473;40,75;33,883;27,142;22,122;19,151;18,287;18,001;16,874;16,044;15,77;25,222;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1986;;1;1;29,438;10,137;14,258;1;30;1;1;1;;0;29,438;25,857;20,917;17,435;15,77;15,226;14,423;13,894;13,633;13,894;13,633;13,114;12,601;13,114;13,114;15,226;16,874;15,226;13,633;12,347;11,596;11,348;11,103;10,859;11,103;10,859;10,617;10,376;10,376;10,137;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1986;;1;1;19,735;9,665;12,002;23;18;2;2;2;;0;10,617;11,103;11,596;11,103;11,103;10,859;10,617;10,617;10,617;11,103;12,347;13,114;14,158;13,633;12,095;10,617;9,9;9,665;9,665;9,665;10,137;18,574;19,735;18,001;16,596;13,894;11,103;10,376;9,9;9,9;9,665;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;
65025000;2;01/08/1986;;1;1;48,112;7,848;26,552;15;11;1;1;1;;0;9,665;9,432;9,432;9,2;9,665;10,376;9,665;9,432;8,291;8,291;7,848;18,287;30,051;38,199;48,112;48,112;48,112;47,353;42,049;36,946;26,819;20,917;32,686;44,729;45,1;44,025;41,398;36,946;30,92;23,038;18,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1986;;1;1;24,279;10,376;16,825;7;18;2;2;2;;0;15,77;15,226;15,226;16,044;18,574;21,819;24,279;23,967;22,426;19,151;15,77;13,633;12,601;11,596;10,859;11,103;10,617;10,376;12,601;20,323;21,517;19,442;17,435;16,596;17,435;19,151;19,735;18,001;16,874;16,596;;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1986;;1;1;67,238;9,432;29,122;23;7;1;1;1;;0;14,689;13,372;12,095;10,617;10,137;9,665;9,432;9,665;9,665;36,946;39,467;38,831;35,403;30,92;25,857;19,151;14,158;17,718;36,326;45,846;53,955;65,518;67,238;57,988;50,808;43,033;35,403;27,792;23,347;20,028;17,718;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1986;;1;1;69,849;13,633;38,205;14;3;2;2;2;;0;16,596;14,689;13,633;23,967;28,447;27,792;35,403;38,199;39,149;45,473;57,58;66,806;68,974;69,849;68,974;64,664;55,958;44,025;30,92;25,222;25,539;27,142;26,497;22,122;19,151;21,517;31,212;39,786;43,694;53,161;;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1986;;1;1;178,06;36,326;91,79;23;13;1;1;1;;0;53,558;58,397;65,518;73,835;82,519;81,588;76,992;73,388;69,411;63,815;54,353;43,694;36,326;40,75;48,494;47,353;44,729;65,091;103,087;131,377;147,848;170,276;178,06;174,149;160,136;138,331;124,581;115,769;115,769;109,347;96,954;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1987;;1;1;88,188;19,151;45,739;1;31;1;1;1;;0;88,188;77,903;68,974;56,361;47,353;39,467;34,488;30,629;30,34;30,34;37,884;35,403;37,884;36,636;34,488;43,694;62,129;68,104;67,238;64,664;61,292;57,988;53,955;49,261;40,75;35,709;32,093;28,776;25,857;20,917;19,151;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1987;;1;1;67,238;20,917;49,231;23;1;2;2;2;;0;20,917;23,656;29,106;32,093;31,799;29,763;36,946;40,107;52,372;54,353;52,372;49,261;46,221;47,732;47,732;51,979;59,631;63,392;64,239;64,664;64,239;65,518;67,238;67,238;65,518;58,807;48,877;42,704;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;;;
65025000;2;01/03/1987;;1;1;26,819;10,859;15,74;1;25;2;2;2;;0;26,819;22,122;19,735;18,287;16,874;16,044;16,874;17,154;16,874;18,287;20,028;18,862;17,718;15,77;14,158;13,372;13,114;12,857;12,601;13,633;13,114;12,601;11,596;11,596;10,859;12,095;13,894;16,319;16,874;14,689;13,114;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;
65025000;2;01/04/1987;;1;1;75,182;11,596;39,728;22;1;1;1;1;;0;11,596;12,095;31,212;35,709;32,984;28,447;23,347;19,151;16,596;15,226;13,633;13,114;16,319;26,497;65,518;69,411;70,288;70,288;67,238;64,239;72,053;75,182;72,497;63,392;53,161;41,723;34,488;29,106;24,279;23,038;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1987;;1;1;265,754;18,574;139,534;23;4;1;1;1;;0;22,122;21,517;20,028;18,574;18,574;20,917;30,34;72,497;140,684;152,712;167,715;168,993;162,645;150,271;158,888;175,448;180,689;178,06;175,448;191,374;239,77;261,083;265,754;251,851;227,952;199,564;172,853;149,058;127,959;107,242;94,979;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1987;;1;1;171,562;42,049;89,303;19;12;1;1;1;;0;86,758;78,818;71,61;62,97;54,753;49,261;57,173;55,958;52,372;49,261;46,221;42,049;45,473;70,288;99,444;135,995;157,644;167,715;171,562;162,645;150,271;132,525;122,351;107,242;95,471;86,758;78,818;71,168;62,549;53,955;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1987;;1;1;68,104;22,426;38,06;10;29;1;1;1;;0;47,732;43,363;40,107;37,884;36,326;34,185;33,583;44,025;64,664;68,104;66,376;62,549;60,459;53,161;45,473;39,149;34,488;31,505;28,119;27,792;27,467;27,142;27,142;26,497;26,177;25,222;23,656;23,038;22,426;24,592;27,467;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1987;;1;1;46,221;17,154;26,785;18;31;1;1;1;;0;25,857;23,967;22,732;21,517;21,819;31,212;36,326;36,946;35,709;32,093;28,447;25,222;23,038;21,517;20,323;19,442;40,107;46,221;40,75;37,258;32,686;27,792;23,967;21,517;20,62;20,62;20,323;19,151;18,574;17,435;17,154;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1987;;1;1;55,958;17,718;30,392;18;2;1;1;1;;0;18,001;17,718;19,151;20,028;18,287;19,151;21,216;20,917;18,001;18,001;23,038;33,283;36,326;33,883;31,799;39,467;55,555;55,958;53,161;49,261;45,1;40,75;35,709;32,389;31,799;29,106;26,497;23,967;22,426;21,819;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1987;;1;1;69,411;22,732;42,999;21;13;1;1;1;;0;27,142;50,808;53,161;54,753;55,555;57,173;55,555;49,646;43,363;36,326;30,34;24,906;22,732;23,967;23,656;23,038;32,686;33,583;58,397;68,974;69,411;66,806;63,392;57,988;49,261;41,723;35,709;31,505;33,283;30,34;27,792;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1987;;1;1;38,199;12,095;20,494;9;30;1;1;1;;0;23,967;20,62;18,862;17,718;17,435;20,323;19,151;22,122;38,199;35,097;31,212;27,142;23,038;20,917;23,656;23,347;26,497;24,279;21,517;18,001;15,77;14,158;13,372;13,633;14,158;14,957;15,77;14,689;13,114;12,095;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1987;;1;1;53,955;13,114;25,782;5;1;1;1;1;;0;13,114;22,122;20,323;47,732;53,955;45,1;35,709;27,792;30,34;28,447;22,122;20,323;19,151;16,596;15,77;14,689;14,158;17,154;32,389;38,831;40,75;41,074;37,884;32,686;23,038;17,435;15,226;13,633;13,372;13,633;14,689;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1988;;1;1;43,694;9,2;21,325;27;9;1;1;1;;0;14,158;12,857;11,596;10,617;10,617;10,376;9,9;9,432;9,2;11,596;18,001;14,689;12,601;10,859;12,095;13,633;24,906;29,106;30,051;29,763;27,142;23,347;19,151;30,051;31,505;42,049;43,694;38,199;33,583;31,212;35,097;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1988;;1;1;67,67;15,497;41,932;12;24;1;1;1;;0;49,646;60,459;61,292;54,753;50,032;45,473;40,107;33,883;46,974;55,555;64,664;67,67;66,376;60,875;54,753;46,221;37,884;30,92;25,222;20,917;18,287;16,596;15,77;15,497;15,497;22,732;44,025;46,974;46,974;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65025000;2;01/03/1988;;1;1;140,684;14,689;54,674;5;28;1;1;1;;0;55,555;74,283;105,156;133,677;140,684;135,995;124,581;109,347;94,488;82,053;69,411;53,955;40,75;33,883;30,629;27,142;25,857;30,051;35,097;33,883;30,92;25,857;21,517;19,442;17,435;16,319;15,226;14,689;20,917;38,831;37,258;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1988;;1;1;46,974;17,435;31,403;15;7;1;1;1;;0;35,097;32,686;28,447;23,347;20,917;18,001;17,435;26,177;35,709;33,883;32,389;29,438;32,984;46,597;46,974;42,049;38,199;32,686;27,142;23,347;21,517;23,038;23,967;24,592;25,857;38,831;40,75;41,398;40,428;38,199;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1988;;1;1;185,997;34,488;105,893;27;1;1;1;1;;0;34,488;37,571;56,766;68,104;76,992;86,283;89,147;93,997;98,445;97,947;95,471;89,147;86,283;86,283;83,923;80,199;82,519;87,233;91,075;90,109;88,188;88,188;111,469;161,388;178,06;184,664;185,997;183,335;172,853;161,388;155,169;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1988;;1;1;143,055;43,694;70,459;1;22;1;1;1;;0;143,055;129,094;114,687;105,156;98,944;93,997;88,667;82,519;76,538;70,288;62,129;55,555;52,372;56,361;60,459;60,045;57,173;54,353;52,372;49,261;46,974;43,694;48,112;53,955;60,459;62,97;62,129;61,292;57,988;53,161;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1988;;1;1;47,732;18,001;27,351;1;31;1;1;1;;0;47,732;42,704;37,571;35,097;32,984;30,92;29,763;28,119;27,142;30,92;33,283;33,283;32,389;30,34;28,119;26,819;25,539;24,592;23,967;23,967;23,347;22,732;22,122;20,917;20,028;19,735;19,151;18,862;18,862;18,862;18,001;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
