Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:65025000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
65025000;2;01/09/2002;;1;1;178,06;16,684;61,154;22;6;1;1;1;;0;22,643;20,558;18,77;17,578;16,983;16,684;33,667;36,646;29,198;31,879;25,325;21,75;24,133;50,352;69,122;79,692;68,228;58,098;52,437;64,652;140,684;178,06;172,853;150,271;129,094;102,06;71,207;55,417;42,307;34,263;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/2002;;1;1;66,44;22,643;42,317;31;24;1;1;1;;0;42,307;58,694;57,204;50,947;45,584;49,16;52,735;46,478;43,499;44,989;50,65;55,417;57,204;49,756;40,222;34,263;30,39;28,304;26,814;26,219;25,325;24,133;23,537;22,643;23,537;48,564;55,417;46,18;36,646;48,564;66,44;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/2002;;1;1;121,243;27,112;46,84;30;9;1;1;1;;0;65,844;61,375;51,543;40,222;34,859;31,879;28,9;28,602;27,112;30,39;55,714;65,844;58,992;49,16;43,201;44,095;43,797;44,989;47,968;42,009;35,455;37,242;37,242;31,284;30,39;33,965;47,372;54,821;79,692;121,243;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/2002;;1;1;131,377;38,434;76,769;9;31;1;1;1;;0;127,959;116,854;103,087;82,471;67,632;79,692;123,464;130,233;131,377;122,351;103,087;81,54;67,036;61,077;64,652;63,461;58,098;52,139;46,18;41,413;43,797;60,779;58,098;53,927;68,228;80,614;77,863;67,334;59,886;47,074;38,434;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/2003;;1;1;102,06;26,517;49,134;29;23;1;1;1;;0;40,818;51,543;49,16;44,989;58,098;65,546;63,163;52,139;40,222;34,561;47,968;64,652;59,588;51,245;44,989;39,328;33,071;31,879;33,965;30,092;28,9;27,112;26,517;26,517;29,198;35,455;51,245;80,614;102,06;96,991;81,54;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/2003;;1;1;180,689;30,688;73,912;20;7;1;1;1;;0;70,909;64,057;52,735;39,924;34,263;34,263;30,688;31,879;40,222;41,413;42,009;43,797;45,584;46,18;51,543;53,927;81,54;144,247;178,06;180,689;168,993;152,712;125,703;96,991;70,611;56,906;45,584;44,095;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/2003;;1;1;152,712;28,304;68,987;10;31;1;1;1;;0;47,372;46,18;59,29;66,142;67,036;76,052;106,197;122,351;144,247;152,712;141,867;122,351;99,004;79,692;66,44;52,437;41,413;35,455;32,773;30,092;56,012;70,611;76,955;68,526;59,886;48,862;41,413;36,944;32,475;29,496;28,304;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/2003;;1;1;68,824;20,558;30,668;21;14;1;1;1;;0;27,112;25,921;25,921;28,006;34,859;30,39;27,112;26,517;24,133;22,643;22,643;22,345;21,154;20,558;20,558;20,558;20,558;20,558;40,222;64,355;68,824;66,142;51,841;39,03;30,688;27,112;24,431;22,345;21,75;21,75;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/2003;;1;1;44,095;16,387;20,327;24;30;1;1;1;;0;22,643;22,643;22,941;21,154;21,154;20,558;20,26;19,366;18,77;18,174;18,472;17,578;17,876;18,174;18,174;18,77;18,77;18,77;17,578;17,578;16,983;17,28;24,133;44,095;29,496;22,345;19,068;17,578;16,983;16,387;16,387;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/2003;;1;1;117,945;15,493;38,194;10;2;1;1;1;;0;16,089;15,493;15,791;25,325;23,537;43,201;57,204;65,844;94,995;117,945;106,197;81,54;68,824;47,968;33,071;28,006;25,921;24,431;24,133;26,219;23,537;22,047;21,154;21,154;20,26;19,962;19,962;19,366;18,472;18,174;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/2003;;1;1;143,055;16,983;53,588;9;6;1;1;1;;0;18,77;18,174;17,578;17,28;17,28;16,983;63,163;115,769;143,055;133,677;116,854;96,991;70,611;56,608;48,564;62,865;71,207;85,292;76,955;64,652;53,927;41,413;34,859;31,581;29,496;27,708;26,517;25,921;26,219;25,921;25,325;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/2003;;1;1;24,729;16,684;19,77;7;25;1;1;1;;0;24,431;23,537;22,643;21,451;21,75;22,643;24,729;24,729;24,133;22,047;19,962;19,962;19,366;18,77;19,366;20,558;19,366;18,472;18,174;17,876;18,174;17,578;17,578;16,983;16,684;16,983;16,983;16,983;16,983;16,983;16,983;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/2003;;1;1;96,991;14,003;39,499;28;9;1;1;1;;0;16,983;16,387;15,493;15,195;15,195;15,195;15,791;14,599;14,003;37,838;67,632;85,292;75,154;61,971;49,458;39,03;44,095;37,838;31,581;26,517;22,643;20,558;19,962;19,068;19,962;49,16;74,261;96,991;91,058;76,052;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/2003;;1;1;64,355;20,856;33,225;1;26;1;1;1;;0;64,355;50,947;37,54;30,092;26,219;25,921;37,838;35,455;35,455;51,841;56,012;57,204;51,841;42,605;36,05;30,688;27,112;25,623;23,537;21,75;24,729;25,623;22,941;21,75;21,154;20,856;28,9;27,708;23,537;22,345;22,345;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/2003;;1;1;65,248;15,791;33,836;19;12;1;1;1;;0;21,154;22,345;26,517;24,729;23,537;22,643;22,345;20,856;19,664;17,876;16,983;15,791;24,431;39,924;26,814;20,26;47,968;64,652;65,248;54,523;42,605;31,581;25,027;21,75;25,027;40,818;51,543;56,31;63,759;58,396;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/2003;;1;1;107,242;27,708;56,105;24;8;1;1;1;;0;48,564;45,584;46,776;46,776;52,139;43,797;33,965;27,708;33,071;44,989;38,434;34,859;34,263;39,03;56,012;62,865;67,036;65,248;56,906;44,393;47,968;65,248;85,292;107,242;107,242;94,995;81,54;66,44;52,735;52,735;55,417;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/2004;;1;1;147,848;20,558;56,755;30;24;1;1;1;;0;69,122;81,54;76,955;67,036;56,906;46,18;39,626;37,838;35,157;32,773;30,688;32,475;31,284;29,496;29,794;34,859;33,071;30,688;28,602;27,708;23,537;21,154;20,856;20,558;56,012;69,42;120,139;135,995;144,247;147,848;147,848;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/2004;;1;1;150,271;25,921;67,948;1;27;1;1;1;;0;150,271;145,443;140,684;131,377;114,687;101,037;103,087;105,156;94,995;74,261;62,865;67,632;46,18;42,009;48,266;56,012;54,523;47,968;42,605;43,797;41,711;36,646;33,667;31,581;29,496;28,006;25,921;34,859;35,753;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
65025000;2;01/03/2004;;1;1;138,331;19,962;64,412;21;8;1;1;1;;0;25,921;25,325;24,133;22,941;22,345;22,047;21,154;19,962;31,879;54,821;58,396;53,927;55,714;63,461;80,614;115,769;119,04;105,156;94,995;111,469;138,331;135,995;122,351;103,087;83,407;67,632;60,183;44,989;35,455;39,626;36,646;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/2004;;1;1;84,347;25,027;45,867;21;12;1;1;1;;0;34,561;29,794;31,284;29,198;28,9;34,859;38,434;34,263;29,198;25,325;25,623;25,027;26,517;29,794;54,225;60,779;55,417;50,947;58,396;69,717;84,347;84,347;74,261;68,824;65,248;58,992;52,735;44,393;37,838;32,773;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/2004;;1;1;95,99;28,9;57,161;9;2;1;1;1;;0;29,198;28,9;30,688;44,989;57,8;62,269;64,057;76,052;95,99;94,995;87,196;70,909;66,44;64,355;61,971;57,204;50,947;44,691;39,03;35,753;33,667;32,177;31,581;31,284;42,009;64,652;82,471;82,471;70,611;66,44;71,207;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/2004;;1;1;126,829;30,092;60,545;14;30;1;1;1;;0;86,241;82,471;76,052;67,632;60,779;53,331;45,584;40,222;37,242;38,434;47,372;70,611;113,61;126,829;119,04;106,197;91,058;76,052;64,355;56,608;47,968;40,818;38,136;36,05;34,561;32,773;31,879;32,773;31,581;30,092;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/2004;;1;1;97,995;27,112;55,455;22;4;1;1;1;;0;29,496;28,304;27,708;27,112;27,708;30,688;28,9;28,304;47,968;62,567;64,652;62,269;56,608;47,968;40,818;48,862;64,355;71,505;77,863;87,196;91,058;97,995;90,086;82,471;72,488;65,844;64,057;58,694;50,947;44,393;40,222;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/2004;;1;1;37,242;19,366;25,017;1;26;1;1;1;;0;37,242;34,263;31,879;30,092;28,9;26,814;25,921;25,325;24,133;24,133;23,835;23,537;23,239;23,239;22,941;22,941;22,941;22,643;22,345;21,451;20,558;19,962;19,664;19,664;19,664;19,366;19,962;33,369;32,475;28,9;24,133;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/2004;;1;1;63,163;16,387;25,801;16;10;1;1;1;;0;21,154;19,664;19,366;19,664;19,664;19,962;17,876;17,578;17,578;16,387;16,387;17,578;18,174;38,136;59,29;63,163;56,31;44,989;37,242;29,496;25,921;22,941;21,154;19,962;18,77;19,366;19,366;18,77;18,174;19,962;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/2004;;1;1;109,347;14,301;48,939;27;8;1;1;1;;0;18,174;18,174;16,983;16,684;16,684;15,791;15,195;14,301;14,599;15,791;43,201;42,009;39,924;37,54;66,44;71,207;67,334;70,611;71,207;69,122;63,759;53,033;40,222;44,393;59,29;83,407;109,347;103,087;89,118;69,717;60,779;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/2004;;1;1;58,098;21,154;38,454;13;25;1;1;1;;0;50,947;40,222;33,071;38,732;43,201;36,646;33,071;27,708;25,921;26,517;37,242;57,204;58,098;47,372;41,711;46,776;50,947;46,18;40,52;33,667;28,9;25,921;24,133;22,643;21,154;25,027;40,818;44,095;53,033;52,139;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/2004;;1;1;124,581;28,9;63,814;12;4;1;1;1;;0;44,393;39,924;33,071;28,9;31,581;41,711;48,266;58,694;62,865;70,313;106,197;124,581;122,351;109,347;96,991;71,207;65,248;65,844;64,057;60,481;60,779;58,694;53,331;55,714;65,844;66,142;64,652;61,077;56,906;48,564;40,52;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/2005;;1;1;117,945;35,157;71,99;22;16;1;1;1;;0;37,838;41,413;38,732;48,564;62,865;72,488;81,54;91,058;89,118;85,292;76,052;73,372;65,844;53,927;42,009;35,157;50,352;60,779;64,057;79,692;105,156;117,945;115,769;105,156;94,995;93,017;91,058;79,692;68,228;59,886;50,65;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/2005;;1;1;59,29;21,154;32,933;28;15;1;1;1;;0;46,776;38,434;36,646;36,05;34,263;32,475;30,092;28,9;27,41;26,517;25,921;25,623;25,325;23,537;21,154;21,451;23,835;28,304;25,325;22,941;24,133;25,921;29,496;39,924;47,968;55,714;58,694;59,29;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/2005;;1;1;61,077;17,578;35,157;25;13;1;1;1;;0;56,31;51,543;43,797;34,263;28,602;25,325;24,431;22,941;21,154;20,558;19,664;18,77;17,578;33,667;44,989;47,372;39,924;31,879;32,177;36,348;34,263;33,071;38,434;52,139;61,077;57,502;47,67;35,455;28,006;26,517;24,431;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1976;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,162;34,565;33,969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;
65025000;2;01/10/1976;;1;1;60,225;32,179;44,391;20;15;1;1;1;;0;33,969;35,759;36,355;34,565;36,355;43,515;44,111;42,918;43,515;46,2;46,498;43,515;41,128;36,355;32,179;45,603;54,555;56,345;59,628;60,225;59,031;56,644;52,764;45,902;37,548;35,759;39,935;42,321;43,813;44,111;45,007;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1976;;1;1;81,54;23,531;46,07;10;30;2;2;2;;0;48,289;46,498;42,918;44,111;55,45;66,194;72,164;74,261;78,775;81,54;74,261;68,582;62,016;53,958;48,289;42,918;36,952;31,881;29,197;28,004;32,776;35,759;35,759;32,776;28,601;26,215;28,004;26,811;25,618;23,531;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;
65025000;2;01/12/1976;;1;1;48,885;21,742;32,142;10;22;1;1;1;;0;28,601;35,759;39,04;35,162;28,601;25,32;24,426;32,776;48,289;48,885;44,111;38,145;30,39;24,128;22,041;31,285;44,111;40,532;33,969;25,618;22,339;21,742;25,618;32,776;27,408;22,041;27,706;35,759;35,46;33,372;30,986;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1977;;1;1;93,017;18,761;52,258;23;3;1;1;1;;0;23,531;19,059;18,761;22,041;37,548;46,797;47,99;46,498;44,111;42,918;41,725;36,355;39,338;45,305;50,079;55,749;55,45;62,613;71,567;77,863;83,407;90,086;93,017;87,196;76,052;69,179;62,911;52,466;41,128;39,338;39,935;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1977;;1;1;171,562;21,444;81,638;9;28;1;1;1;;0;39,338;50,079;60,822;63,508;72,761;113,61;145,443;165,171;171,562;170,276;166,441;157,644;145,443;133,677;113,61;93,017;72,164;62,613;47,692;35,759;30,986;28,302;27,408;26,215;24,724;23,531;22,637;21,444;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1977;;1;1;157,644;20,252;51,17;8;1;2;2;2;;0;20,252;35,46;47,692;39,338;37,548;43,813;54,257;157,644;109,347;76,955;37,25;28,899;28,004;27,408;28,004;28,601;76,052;53,361;37,548;25,32;28,601;39,935;44,708;47,394;40,83;43,216;40,532;74,261;69,776;75,154;89,118;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
65025000;2;01/04/1977;;1;1;106,197;29,197;55,441;1;19;2;2;2;;0;106,197;105,156;100,018;87,196;67,687;66,791;65,896;56,047;54,555;71,567;84,347;88,154;69,477;52,764;45,305;73,372;34,267;30,688;29,197;30,092;30,39;31,285;55,152;33,671;32,478;33,372;33,969;32,179;31,881;30,092;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;;
65025000;2;01/05/1977;;1;1;34,565;17,867;23,993;11;31;2;2;2;;0;28,004;29,197;28,004;28,302;28,601;28,302;28,004;27,109;22,339;25,618;34,565;33,969;28,601;24,724;23,233;23,233;23,531;22,637;21,444;20,848;20,848;20,252;19,656;19,357;19,357;19,656;19,357;19,656;19,059;18,463;17,867;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1977;;1;1;35,759;14,886;21,704;23;13;1;1;1;;0;18,165;17,867;17,867;17,569;17,271;18,463;17,867;17,271;16,675;16,079;16,079;15,184;14,886;14,886;16,079;23,233;27,109;25,32;21,444;18,761;17,569;26,811;35,759;34,565;34,565;34,565;31,285;26,215;22,041;19,656;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1977;;1;1;51,869;12,204;22,14;26;15;1;1;1;;0;18,463;17,271;16,675;15,781;15,184;14,886;14,886;14,29;13,694;13,396;13,098;13,098;12,8;12,8;12,204;13,098;14,29;13,694;12,502;12,502;12,502;19,656;38,742;41,128;50,974;51,869;48,885;45,305;39,935;30,39;22,339;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1977;;1;1;33,372;12,8;19,628;16;13;1;1;1;;0;18,463;18,165;22,637;21,146;19,059;17,271;16,079;14,886;14,29;13,694;13,694;13,396;12,8;21,146;31,583;33,372;31,583;31,583;28,601;25,022;21,444;19,059;17,867;18,165;17,569;16,377;15,482;14,588;13,694;14,29;21,444;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1977;;1;1;33,074;11,608;18,802;19;30;1;1;1;;0;23,233;25,022;25,32;22,637;20,252;17,271;16,377;16,377;18,463;19,357;17,271;15,184;13,694;12,502;11,906;11,906;16,079;28,601;33,074;30,986;25,917;21,444;18,463;18,165;17,271;15,482;14,29;13,396;12,502;11,608;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1977;;1;1;167,715;16,079;70,599;21;1;2;2;2;;0;16,079;46,498;53,063;51,869;49,482;47,99;46,498;44,708;42,023;40,83;41,725;44,111;47,095;54,555;53,66;57,241;72,462;109,347;138,331;161,388;167,715;160,136;143,055;117,945;94,004;72,164;63,508;51,571;39,935;32,179;27,408;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;
65025000;2;01/11/1977;;1;1;52,168;22,041;35,421;13;20;1;1;1;;0;26,811;37,548;39,338;39,338;37,847;36,057;34,565;32,776;29,793;29,197;33,372;49,482;52,168;49,184;45,305;41,426;36,355;30,39;25,917;22,041;28,004;29,793;32,179;34,565;39,338;39,338;36,355;33,969;30,986;29,197;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/12/1977;;1;1;96,991;21,444;47,596;11;31;1;1;1;;0;27,706;34,565;52,764;53,063;54,555;54,853;60,225;68,582;76,955;90,086;96,991;93,017;81,54;70,373;62,613;54,257;45,305;36,952;32,179;29,197;28,302;31,881;32,776;30,986;29,197;28,004;26,513;25,022;23,233;22,339;21,444;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/01/1978;;1;1;35,759;13,694;23,677;27;14;1;1;1;;0;19,954;18,463;18,463;17,867;17,271;16,675;19,059;16,973;16,079;20,252;17,569;14,886;14,29;13,694;14,29;16,675;21,444;26,215;28,601;29,793;30,39;32,179;35,162;35,46;33,372;31,583;35,759;34,565;30,986;28,601;27,408;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/02/1978;;1;1;25,917;8,332;16,143;1;20;1;1;1;;0;25,917;22,339;18,165;15,184;18,165;20,848;20,55;17,867;15,482;13,992;13,098;12,502;12,502;11,906;11,311;11,311;11,311;10,119;9,225;8,332;9,821;20,252;25,022;24,128;23,233;20,252;16,079;13,098;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
65025000;2;01/03/1978;;1;1;38,145;8,332;17,619;30;25;1;1;1;;0;12,204;12,8;17,271;19,954;19,954;18,165;16,675;14,886;13,098;11,906;14,886;26,811;28,004;25,022;22,637;19,656;16,079;13,098;11,311;10,119;9,523;9,523;9,523;8,927;8,332;8,927;16,377;25,618;29,197;38,145;37,548;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/04/1978;;1;1;27,408;7,14;9,901;1;25;1;1;1;;0;27,408;18,165;14,588;12,502;11,608;11,311;10,715;10,119;9,225;8,927;8,629;8,629;8,927;8,629;8,332;8,332;8,332;7,736;8,034;8,629;10,119;9,225;8,332;7,736;7,14;7,14;7,14;7,14;7,14;7,14;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/05/1978;;1;1;39,338;4,758;12,208;18;14;1;1;1;;0;7,14;7,14;7,14;7,14;7,14;6,545;5,949;5,949;5,354;5,354;5,056;5,354;5,056;4,758;4,758;12,502;36,952;39,338;36,355;29,495;21,742;18,463;15,482;13,098;11,013;10,119;9,523;8,927;8,629;8,629;8,332;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/06/1978;;1;1;42,023;7,14;17,621;10;5;1;1;1;;0;7,736;7,736;7,736;7,736;7,14;7,14;7,14;16,079;38,145;42,023;36,653;32,776;26,215;19,656;15,482;13,694;12,502;11,311;10,715;10,417;15,482;28,004;29,793;26,513;22,637;17,271;14,588;13,098;11,906;11,311;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/07/1978;;1;1;62,613;8,927;25,193;26;12;1;1;1;;0;10,715;10,119;10,119;10,119;9,821;9,821;9,523;9,523;9,225;9,523;9,225;8,927;8,927;8,927;9,523;13,694;15,781;18,165;23,829;23,233;27,109;35,162;51,272;56,047;62,314;62,613;61,717;59,031;53,66;42,918;30,39;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/08/1978;;1;1;96,991;11,906;39,513;17;11;1;1;1;;0;23,233;20,55;18,463;17,271;16,079;14,886;14,29;13,694;12,502;12,204;11,906;17,271;60,822;77,863;89,118;93,017;96,991;93,017;81,54;69,776;62,016;53,063;44,41;39,338;35,162;29,793;24,724;22,041;20,848;19,656;19,357;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/09/1978;;1;1;105,156;19,656;57,65;10;1;1;1;1;;0;19,656;19,954;36,355;47,99;60,822;67,09;70,074;77,863;95,99;105,156;104,119;96,991;85,292;71,567;68,283;69,179;68,582;67,985;66,791;65;62,016;57,838;51,272;41,725;33,969;28,302;25,022;22,935;21,444;20,252;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65025000;2;01/10/1978;;1;1;37,25;13,396;19,541;21;16;1;1;1;;0;19,059;18,165;17,867;17,271;16,079;15,482;14,886;14,29;13,694;13,992;14,886;15,781;14,886;14,29;13,694;13,396;13,694;18,463;24,724;35,162;37,25;35,759;31,285;25,022;19,059;16,973;19,357;20,55;22,637;19,656;18,463;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65025000;2;01/11/1978;;1;1;45,305;13,098;32,449;12;4;1;1;1;;0;18,463;15,482;13,396;13,098;17,867;33,372;37,548;36,952;35,162;34,565;42,321;45,305;44,708;42,321;39,338;36,653;32,776;26,811;22,339;26,215;33,671;35,46;37,548;37,548;36,952;34,267;30,39;33,969;39,338;39,637;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
